District code,State,District,Longitude,Latitude,Population,Households_with_Internet,sex_ratio,literacy_rate
504,Maharashtra,Wardha,78.57259105691062,20.80743024390242,1300774,4313,95.0,78.0
502,Maharashtra,Washim,77.25502394366208,20.282282394366213,1197160,1875,93.0,73.0
510,Maharashtra,Yavatmal,78.05326371760479,20.04258346738159,2772348,6094,95.0,73.0
275,Manipur,Bishnupur,93.8246236024845,24.50712111801243,237399,676,100.0,66.0
280,Manipur,Chandel,94.09443844155844,24.2635812987013,144182,184,93.0,63.0
274,Manipur,Churachandpur,93.38671506024085,24.30309718875504,274143,837,97.0,71.0
272,Manipur,Senapati,94.03366234413956,25.08465586034914,479148,256,94.0,55.0
273,Manipur,Tamenglong,93.49450740072204,24.98312942238265,140651,125,94.0,60.0
276,Manipur,Thoubal,93.97959893617023,24.545392553191498,422168,880,100.0,64.0
279,Manipur,Ukhrul,94.44129566929138,25.05900314960629,183998,276,94.0,71.0
294,Meghalaya,East Garo Hills,90.64684924924916,25.82728228228228,317917,288,97.0,60.0
298,Meghalaya,East Khasi Hills,91.75922519841272,25.303763888888884,825922,5032,101.0,70.0
299,Meghalaya,Jaintia Hills,92.37608160136298,25.33959557069844,395124,510,101.0,47.0
295,Meghalaya,South Garo Hills,90.64560349127176,25.240568578553614,142334,179,95.0,58.0
293,Meghalaya,West Garo Hills,90.03709947089942,25.495285185185185,643291,1630,98.0,56.0
296,Meghalaya,West Khasi Hills,91.25364542124538,25.500889926739926,383461,149,98.0,60.0
283,Mizoram,Aizawl,92.85359459459472,23.90781335453101,400309,4019,101.0,85.0
284,Mizoram,Champhai,93.24221799485862,23.54166580976866,125745,186,98.0,80.0
282,Mizoram,Kolasib,92.73470391304348,24.2020004347826,83955,367,96.0,78.0
287,Mizoram,Lawngtlai,92.66964156862753,22.36102843137253,117894,162,95.0,53.0
286,Mizoram,Lunglei,92.63512555425892,23.007717036172675,161428,482,95.0,75.0
281,Mizoram,Mamit,92.4330803833147,23.73852942502819,86364,90,93.0,70.0
288,Mizoram,Saiha,93.02827931034489,22.35744801061008,56574,168,98.0,75.0
285,Mizoram,Serchhip,92.914158496732,23.263864705882344,64937,131,98.0,84.0
265,Nagaland,Dimapur,93.75074057971014,25.814176811594223,378811,3303,92.0,73.0
270,Nagaland,Kohima,93.78600657596373,25.60311428571428,267988,1928,93.0,74.0
262,Nagaland,Mokokchung,94.522426006192,26.478911764705888,194622,537,93.0,82.0
261,Nagaland,Mon,95.03072988826828,26.69207374301676,250260,178,90.0,48.0
266,Nagaland,Phek,94.56814563758392,25.63272986577182,163418,170,95.0,65.0
267,Nagaland,Tuensang,94.85809880715708,26.21104453280316,196596,155,93.0,60.0
264,Nagaland,Wokha,94.1990815181518,26.202611551155112,166343,198,97.0,77.0
263,Nagaland,Zunheboto,94.50026666666668,26.028178205128206,140757,261,98.0,73.0
377,Orissa,Baleshwar,87.08085828011933,21.48570932311624,2320529,7370,96.0,70.0
378,Orissa,Bhadrak,86.81496204516931,20.95262735257214,1506337,2637,98.0,73.0
381,Orissa,Cuttack,85.7776810228802,20.407640646029623,2624470,15046,94.0,77.0
383,Orissa,Dhenkanal,85.53226836027711,20.79887159353349,1192811,1810,95.0,70.0
389,Orissa,Gajapati,84.14015091911759,19.121080882352945,577817,635,104.0,45.0
388,Orissa,Ganjam,84.80297710437702,19.2632617564534,3529031,9049,98.0,63.0
371,Orissa,Jharsuguda,83.93581682242987,21.827058566978184,579505,2498,95.0,70.0
395,Orissa,Kalahandi,83.1124043814433,19.784253092783523,1576869,1953,100.0,51.0
390,Orissa,Kandhamal,84.02216352765326,20.092878624813142,733110,768,104.0,55.0
379,Orissa,Kendrapara,86.83763247572003,20.606319815982264,1440361,1628,101.0,76.0
386,Orissa,Khordha,85.52234834123229,20.054162322274863,2251673,35701,93.0,78.0
398,Orissa,Koraput,82.81278469846964,18.82627794779476,1379647,3988,103.0,41.0
399,Orissa,Malkangiri,81.98293636363628,18.25227930367506,613192,448,102.0,40.0
376,Orissa,Mayurbhanj,86.4030408052231,21.897621545157754,2519738,2950,101.0,54.0
385,Orissa,Nayagarh,85.05614700460825,20.192895622119817,962789,1163,92.0,71.0
394,Orissa,Nuapada,82.59152536585364,20.471309512195116,610382,757,102.0,49.0
387,Orissa,Puri,85.86698989898981,19.83509174603177,1698730,3416,96.0,76.0
396,Orissa,Rayagada,83.45860120361095,19.292840020060204,967911,1553,105.0,42.0
372,Orissa,Sambalpur,84.34958483245157,21.515752380952385,1041099,5231,98.0,68.0
374,Orissa,Sundargarh,84.50524819277099,22.06354819277107,2093437,12787,97.0,64.0
637,Puducherry,Karaikal,79.82369793621002,10.876161726078813,200222,1868,105.0,77.0
636,Puducherry,Mahe,75.28275021570326,12.006420793787758,41816,574,118.0,87.0
634,Puducherry,Yanam,82.26187304347832,16.707695652173904,55626,207,104.0,71.0
49,Punjab,Amritsar,74.79883856502238,31.548679820627772,2490656,29961,89.0,68.0
46,Punjab,Bathinda,75.05685898004438,30.190524611973352,1388525,11284,87.0,61.0
45,Punjab,Faridkot,74.79751553784862,30.591187250996025,617508,4348,89.0,62.0
40,Punjab,Fatehgarh Sahib,76.36208394736842,30.64290947368421,600163,5138,87.0,71.0
43,Punjab,Firozpur,74.40245732394365,30.63407535211269,2029074,10042,89.0,60.0
35,Punjab,Gurdaspur,75.3204064393939,32.04283371212125,2298323,14428,90.0,71.0
38,Punjab,Hoshiarpur,75.8469857442349,31.55157169811319,1586625,13747,96.0,76.0
37,Punjab,Jalandhar,75.54400350515463,31.250336907216507,2193590,39082,92.0,74.0
36,Punjab,Kapurthala,75.47641165644177,31.336592638036837,815168,9732,91.0,71.0
41,Punjab,Ludhiana,75.83110851528383,30.76596397379912,3498739,58589,87.0,73.0
47,Punjab,Mansa,75.4304922857143,29.919547714285724,769751,2673,88.0,55.0
42,Punjab,Moga,75.1600845117845,30.756540067340065,995746,7897,89.0,63.0
44,Punjab,Muktsar,74.5518747747748,30.31243303303303,901896,4571,90.0,58.0
48,Punjab,Patiala,76.27505893949697,30.214540380693364,1895686,24274,89.0,67.0
51,Punjab,Rupnagar,76.53743500967126,30.910937330754347,684627,6600,92.0,73.0
53,Punjab,Sangrur,75.89437014178496,30.185045204336895,1655169,10736,89.0,61.0
119,Rajasthan,Ajmer,74.6990419191919,26.199300378787903,2583052,13499,95.0,59.0
104,Rajasthan,Alwar,76.65359630562563,27.55271738035265,3674179,9750,89.0,59.0
125,Rajasthan,Banswara,74.44246868131869,23.453642032967014,1797485,2324,98.0,46.0
128,Rajasthan,Baran,76.86210651828291,24.98023243243244,1222755,1363,93.0,57.0
115,Rajasthan,Barmer,71.50297126436782,25.77070908045978,2603751,2766,90.0,46.0
105,Rajasthan,Bharatpur,77.21752077244258,27.32411858037578,2548462,4179,88.0,58.0
122,Rajasthan,Bhilwara,74.63947595628417,25.45119767759564,2408523,6207,97.0,52.0
101,Rajasthan,Bikaner,73.26943322981371,28.12489068322981,2363937,7607,91.0,54.0
121,Rajasthan,Bundi,75.79984074074079,25.48580716049379,1110906,1392,92.0,53.0
126,Rajasthan,Chittaurgarh,74.80010997846382,24.631623761665463,1544338,4941,97.0,53.0
102,Rajasthan,Churu,74.65846427038629,28.29330375536484,2039547,2577,94.0,56.0
109,Rajasthan,Dausa,76.57342097264443,26.91234817629181,1634409,1719,91.0,57.0
106,Rajasthan,Dhaulpur,77.74476219780222,26.72397054945053,1206516,1330,85.0,57.0
124,Rajasthan,Dungarpur,73.84765641025645,23.75104807692308,1388552,1477,99.0,49.0
99,Rajasthan,Ganganagar,73.56192303262948,29.256785412667963,1969168,6295,89.0,61.0
100,Rajasthan,Hanumangarh,74.74632573289902,29.1813351791531,1774692,3360,91.0,58.0
110,Rajasthan,Jaipur,75.77117286012533,27.033459290187885,6626178,76565,91.0,65.0
114,Rajasthan,Jaisalmer,71.18371877346682,26.86900838548185,669919,754,85.0,46.0
116,Rajasthan,Jalor,72.18647261724662,25.07578093797277,1828730,1585,95.0,45.0
129,Rajasthan,Jhalawar,76.11242891705065,24.24725541474657,1411129,1750,95.0,52.0
103,Rajasthan,Jhunjhunun,75.52840893970894,28.13517401247401,2137045,4828,95.0,64.0
113,Rajasthan,Jodhpur,73.00450847457628,26.678460838536967,3687165,19335,92.0,55.0
107,Rajasthan,Karauli,76.96081818181815,26.51901555555556,1458248,1059,86.0,55.0
127,Rajasthan,Kota,76.18618928000001,25.175718080000014,1951014,12843,91.0,67.0
112,Rajasthan,Nagaur,74.14215667001012,27.07862016048146,3307743,4449,95.0,53.0
118,Rajasthan,Pali,73.55285640766907,25.80490393541874,2037573,4043,99.0,53.0
123,Rajasthan,Rajsamand,73.96570215946844,25.24894767441859,1156597,1989,99.0,54.0
108,Rajasthan,Sawai Madhopur,76.4219283891548,26.251081180223288,1335551,1887,90.0,56.0
111,Rajasthan,Sikar,75.29317422839503,27.64644058641976,2677333,5647,95.0,62.0
117,Rajasthan,Sirohi,72.75309131578943,24.7976905263158,1036346,2146,94.0,46.0
120,Rajasthan,Tonk,75.79192216427637,26.153935071707927,1421326,1908,95.0,53.0
130,Rajasthan,Udaipur,73.84029839743584,24.44076752136749,3068420,14211,96.0,52.0
93,Sikkim,East,88.74908392156858,27.29600352941175,1709346,80037,88.0,79.0
616,Tamil Nadu,Ariyalur,79.22249643916912,11.190514836795256,754894,1749,101.0,64.0
603,Tamil Nadu,Chennai,80.28139151846806,13.058098905608748,4646732,217368,99.0,81.0
632,Tamil Nadu,Coimbatore,77.07619012178621,10.871376995940452,3458045,63273,100.0,76.0
617,Tamil Nadu,Cuddalore,79.63002365371497,11.57587300613498,2605914,15396,99.0,70.0
630,Tamil Nadu,Dharmapuri,78.11509813333339,12.300141200000006,1506843,3651,95.0,61.0
612,Tamil Nadu,Dindigul,77.78011279554937,10.377801390820574,2159775,9155,100.0,69.0
610,Tamil Nadu,Erode,77.42034334862392,11.267012155963302,2251744,18604,99.0,66.0
604,Tamil Nadu,Kancheepuram,80.08820360135913,12.496424756511884,3998252,100322,99.0,75.0
629,Tamil Nadu,Kanniyakumari,77.32053064053538,8.183466300191206,1870374,15673,102.0,83.0
613,Tamil Nadu,Karur,78.08749686847604,10.79532776617955,1064493,4915,102.0,68.0
623,Tamil Nadu,Madurai,78.01366033333332,9.904313833333331,3038252,34097,99.0,75.0
618,Tamil Nadu,Nagapattinam,79.79437299431483,10.789468161718286,1616450,5585,103.0,75.0
609,Tamil Nadu,Namakkal,78.14624841437633,11.33766638477801,1726601,8960,99.0,68.0
615,Tamil Nadu,Perambalur,78.86034011799416,11.260137758112096,565223,1507,100.0,66.0
621,Tamil Nadu,Pudukkottai,79.05444484265728,10.130514816433578,1618345,4494,101.0,69.0
626,Tamil Nadu,Ramanathapuram,78.99185362412462,9.31286995153476,1353445,5172,98.0,72.0
608,Tamil Nadu,Salem,78.2478257978723,11.629324202127655,3482056,20660,95.0,66.0
622,Tamil Nadu,Sivaganga,78.56535729032255,9.960306580645158,1339101,5773,100.0,72.0
620,Tamil Nadu,Thanjavur,79.3194869107745,10.387692255892237,2405890,13495,103.0,74.0
624,Tamil Nadu,Theni,77.43458833333332,9.924066666666668,1245899,4667,99.0,70.0
602,Tamil Nadu,Thiruvallur,80.19724702864492,13.275858101752885,3728104,75634,99.0,75.0
619,Tamil Nadu,Thiruvarur,79.60322893959727,10.368927409395978,1264277,4416,102.0,75.0
606,Tamil Nadu,Tiruvannamalai,79.23265631578953,12.419318947368414,2464875,6445,99.0,66.0
605,Tamil Nadu,Vellore,79.02643283582084,12.784882632293078,3936331,20623,101.0,70.0
625,Tamil Nadu,Virudhunagar,77.87641469194315,9.468872195892564,1942288,10219,101.0,72.0
291,Tripura,Dhalai,91.94654283088232,23.781360477941163,378230,273,94.0,73.0
292,Tripura,North Tripura,92.17842538226292,24.121739755351683,693947,997,97.0,75.0
290,Tripura,South Tripura,91.6065807585568,23.211874098057383,876001,948,96.0,74.0
289,Tripura,West Tripura,91.41310788863107,23.780166241299337,1725739,6394,96.0,79.0
146,Uttar Pradesh,Agra,78.05278291517321,26.99512974910393,4418797,27183,87.0,61.0
143,Uttar Pradesh,Aligarh,78.00146831119557,27.93748576850093,3673889,13634,88.0,57.0
175,Uttar Pradesh,Allahabad,82.05172446982063,25.392038662316445,5954391,24122,90.0,62.0
178,Uttar Pradesh,Ambedkar Nagar,82.68282142857147,26.39119025974028,2397888,2509,98.0,62.0
162,Uttar Pradesh,Auraiya,79.42637057356607,26.66892394014961,1379545,2404,86.0,67.0
191,Uttar Pradesh,Azamgarh,83.01220251256285,26.008290954773837,4613913,6652,102.0,60.0
139,Uttar Pradesh,Baghpat,77.30266300000001,29.045793499999988,1303048,2989,86.0,61.0
180,Uttar Pradesh,Bahraich,81.46779783237004,27.691776300578027,3487731,2681,89.0,40.0
193,Uttar Pradesh,Ballia,84.03651978723408,25.86075638297873,3239774,4672,94.0,61.0
182,Uttar Pradesh,Balrampur,82.47158326180256,27.449076537911324,2148665,1551,93.0,40.0
170,Uttar Pradesh,Banda,80.52487391304344,25.351885902503284,1799410,1655,86.0,56.0
176,Uttar Pradesh,Bara Banki,81.35762350597606,26.922777025232424,3260699,3159,91.0,52.0
150,Uttar Pradesh,Bareilly,79.43187072368416,28.51101940789474,4448359,15164,89.0,49.0
185,Uttar Pradesh,Basti,82.69790590909092,26.833880454545447,2464464,3423,96.0,57.0
134,Uttar Pradesh,Bijnor,78.45098815489754,29.313974259681096,3682713,7303,92.0,58.0
142,Uttar Pradesh,Bulandshahr,78.01082758620684,28.34875862068968,3499171,7865,90.0,58.0
196,Uttar Pradesh,Chandauli,83.25307062634984,25.1180859611231,1952756,3492,92.0,60.0
171,Uttar Pradesh,Chitrakoot,81.07666087551297,25.159924623803,991730,827,88.0,54.0
190,Uttar Pradesh,Deoria,83.8244070686071,26.42218856548857,3100946,4469,102.0,60.0
201,Uttar Pradesh,Etah,78.70021858407083,27.591155309734443,1774480,2635,87.0,59.0
161,Uttar Pradesh,Etawah,79.07621806282728,26.78817670157068,1581810,2964,87.0,67.0
177,Uttar Pradesh,Faizabad,82.00783530864202,26.60589185185181,2470996,4746,96.0,59.0
159,Uttar Pradesh,Farrukhabad,79.4406284574468,27.45063297872342,1885204,2624,87.0,58.0
172,Uttar Pradesh,Fatehpur,80.85416203090509,25.8374362030905,2632733,3385,90.0,57.0
147,Uttar Pradesh,Firozabad,78.42660624999998,27.20963993055552,2498156,5834,88.0,61.0
141,Uttar Pradesh,Gautam Buddha Nagar,77.52462467532465,28.393311038961038,1648115,53181,85.0,68.0
140,Uttar Pradesh,Ghaziabad,77.67441879350343,28.74997308584685,4681645,78116,88.0,67.0
195,Uttar Pradesh,Ghazipur,83.5360854578097,25.624724775583484,3620268,5309,95.0,61.0
183,Uttar Pradesh,Gonda,82.0226888024882,27.157215552099505,3433919,4313,92.0,49.0
188,Uttar Pradesh,Gorakhpur,83.3549560377358,26.63315886792452,4440895,14597,95.0,61.0
155,Uttar Pradesh,Hardoi,80.26411767676768,27.337409090909137,4092845,3845,87.0,54.0
165,Uttar Pradesh,Jalaun,79.36686911314993,26.067954587155988,1689974,2217,87.0,64.0
194,Uttar Pradesh,Jaunpur,82.54315351934063,25.70141280913127,4494204,8002,102.0,61.0
166,Uttar Pradesh,Jhansi,78.89954580536917,25.45581535234902,1998603,8517,89.0,65.0
137,Uttar Pradesh,Jyotiba Phule Nagar,78.39009365482241,28.870498984771597,1840221,2825,91.0,53.0
160,Uttar Pradesh,Kannauj,79.64437940379408,26.993988617886185,1656616,2488,88.0,61.0
163,Uttar Pradesh,Kanpur Dehat,79.98710083056478,26.43047641196011,1796184,2682,86.0,65.0
174,Uttar Pradesh,Kaushambi,81.41811282051287,25.53587532051282,1599596,1503,91.0,51.0
189,Uttar Pradesh,Kushinagar,83.92261542461007,26.892530675909864,3564544,3486,96.0,55.0
167,Uttar Pradesh,Lalitpur,78.60082330508473,24.58877161016945,1221592,1079,91.0,52.0
157,Uttar Pradesh,Lucknow,80.89706026871404,26.838233589251463,4589838,68506,92.0,68.0
169,Uttar Pradesh,Mahoba,79.67863003472216,25.34529670138888,875958,1316,88.0,56.0
148,Uttar Pradesh,Mainpuri,79.03501851015807,27.17386862302482,1868529,2642,88.0,64.0
145,Uttar Pradesh,Mathura,77.62153416856502,27.59390432801821,2547184,8726,86.0,59.0
192,Uttar Pradesh,Mau,83.50582654028433,26.01082203791469,2205968,2656,98.0,62.0
138,Uttar Pradesh,Meerut,77.80611005586593,29.02957625698323,3443689,23717,89.0,62.0
199,Uttar Pradesh,Mirzapur,82.60126628571429,25.10207959183675,2496970,4447,90.0,57.0
135,Uttar Pradesh,Moradabad,78.73580193423597,28.851770406189537,4772006,11690,91.0,47.0
133,Uttar Pradesh,Muzaffarnagar,77.64017847866423,29.470507977736563,4143512,10077,89.0,58.0
151,Uttar Pradesh,Pilibhit,79.90103974175037,28.52024175035868,2031007,2870,89.0,52.0
131,Uttar Pradesh,Pratapgarh,81.93530048780492,25.864842731707316,867848,716,98.0,46.0
173,Uttar Pradesh,Pratapgarh,81.93530048780492,25.864842731707316,3209141,5149,100.0,60.0
158,Uttar Pradesh,Rae Bareli,81.22260463378181,26.253902840059787,3405559,5184,94.0,58.0
136,Uttar Pradesh,Rampur,79.10977333333337,28.83244727272725,2335819,3847,91.0,45.0
132,Uttar Pradesh,Saharanpur,77.59905147826095,30.03381165217392,3466382,9699,89.0,60.0
186,Uttar Pradesh,Sant Kabir Nagar,83.0387764344262,26.791596516393444,1715183,2031,97.0,56.0
152,Uttar Pradesh,Shahjahanpur,79.8302275324675,27.991389350649328,3006538,3889,87.0,50.0
154,Uttar Pradesh,Sitapur,80.85288881199547,27.501995963091108,4483992,3874,89.0,51.0
200,Uttar Pradesh,Sonbhadra,83.06816324951639,24.46693268858798,1862559,5149,92.0,53.0
179,Uttar Pradesh,Sultanpur,82.05710456790123,26.2846386419753,3797117,5956,98.0,59.0
156,Uttar Pradesh,Unnao,80.636773292868,26.63163990895297,3108367,3476,91.0,57.0
197,Uttar Pradesh,Varanasi,82.82529666666672,25.36057088888889,3676841,19214,91.0,65.0
64,Uttaranchal,Almora,79.50165064267351,29.683532133676103,622506,1830,114.0,70.0
63,Uttaranchal,Bageshwar,79.83954354354357,29.98703393393397,259898,435,109.0,69.0
57,Uttaranchal,Chamoli,79.56281095541402,30.58338611464965,391605,899,102.0,72.0
65,Uttaranchal,Champawat,80.07720212121217,29.29142393939393,259648,548,98.0,68.0
62,Uttaranchal,Pithoragarh,80.34229230769236,30.14720631868129,483439,1344,102.0,71.0
59,Uttaranchal,Tehri Garhwal,78.48783792650917,30.463700918635173,618931,1366,108.0,66.0
67,Uttaranchal,Udham Singh Nagar,79.45629004524895,29.02779577677222,1648902,7883,92.0,63.0
56,Uttaranchal,Uttarkashi,78.56880615384617,30.968958552036234,330086,602,96.0,65.0
339,West Bengal,Bankura,87.12640053571437,23.081280892857155,3596674,4273,96.0,62.0
335,West Bengal,Barddhaman,87.8150581111111,23.444453888888884,7717563,32323,95.0,68.0
334,West Bengal,Birbhum,87.65153089201888,24.06389342723,3502404,5210,96.0,62.0
331,West Bengal,Dakshin Dinajpur,88.69821679819614,25.342094363021435,1676276,2518,96.0,65.0
327,West Bengal,Darjiling,88.33145067024122,26.839619571045585,1846823,10943,97.0,71.0
341,West Bengal,Haora,87.99421176968654,22.401674174428507,4850029,30751,94.0,74.0
338,West Bengal,Hugli,88.00010264705891,22.87929264705881,5519145,31725,96.0,74.0
328,West Bengal,Jalpaiguri,89.04154375000003,26.62642031250004,3872846,9322,95.0,65.0
342,West Bengal,Kolkata,88.3527648148148,22.550581481481483,4496694,136618,91.0,80.0
332,West Bengal,Maldah,88.17191684549356,25.08026802575105,3988845,5357,94.0,52.0
333,West Bengal,Murshidabad,88.16816860465121,24.25950655391121,7103807,7951,96.0,57.0
336,West Bengal,Nadia,88.58293034547152,23.56410971055088,5167600,12787,95.0,67.0
340,West Bengal,Puruliya,86.3968532876713,23.254192328767108,2930115,3551,96.0,55.0
330,West Bengal,Uttar Dinajpur,88.23595232216337,26.044619165196977,3007134,2883,94.0,50.0
